Juego,Review
Dota 2,Over 8k hours. One advice - never start playing Dota 2. It will change you beyond all recognition. I know it. I got max rank in this game
Dota 2,"Dota 2 is a love-hate relationship translated into a game, with the highs being transcendent and the lows being painful enough to make you regret starting the game in the first place.  All in all, the gameplay elements unrelated to team interaction are so well done that I recommend that gamers try Dota 2 at least once, but the Dota 2 community and the unbalanced nature of gameplay are flawed enough that it falls short of being exceptional.<br/><br/>The Good:  The game play is unbelievably rich, with 119 heroes, 155 items, and a huge number of different mechanics and strategies.  This is the type of game that you can play for 250 hours just to get enough competency to be able to play the game without other players flaming you, and there are so many different possibilities that each game plays out differently enough that it's not boring.  Indeed, the variety of strategies is so great that you can basically adapt Dota 2 around any player's weaknesses and preferred style of gameplay.<br/><br/>The Bad:  Players in Dota 2 are generally easily frustrated and will tend to flame or even deliberately play badly if you make mistakes and frustrate them.  I am very polite to players so I have the highest possible behavior score, but I still have a surprising number of games ruined by toxicity, uncooperative teammates, or poor communication.  Anecdotally things are much worse at lower behavior scores, where you might have teammates that don't speak English, who deliberately try to lose, or who will basically play in a certain way to try to force other players to accommodate them.  The other problem with this game is that wins and losses tend to snowball, meaning that losses turn into humiliations that further feed toxicity and tend to tilt players.<br/><br/>I tend to avoid Dota 2 these days, since I find that it tends to feed procrastination and addictive behavior, but it's clearly well-done so I would recommend it to other gamers.  Just be aware of toxic players and try not to get too angry after a crushing loss."
Dota 2,"The best game I can hardly recommend.<br/><br/>Dota 2 truly is a marvelous achievement.<br/>The game in itself is amazing. The gameplay is fantastic, the game is balanced and when a game goes right and teamplay happens, it's a joy.<br/>The issue is - teamplay rarely happens. The community, like in most multiplayer games, is where issues start appearing. The constant toxicity can turn your game from a pleasant experience into a special kind of hell.<br/><br/>If you want to get into it, I would recommend starting with a bunch of friends.<br/>They have made tremendous progress to help ease new players into the game and the Free-To-Play model is undoubtedly the best in the market (everything is free).<br/><br/>Playing with friends - Exceptional.<br/>Playing alone - It varies between 'Good time' to 'I want to kill myself'.<br/>It really pains my heart to see such an amazing game plagued by its terrible community."
Dota 2,"<div>The game is a living legend, so it’s really hard ti review. Dota 2 is also a thriving pro cybersport with the biggest prizes, that means the game will be up for a long time with new patches and updates coming regularly. I’ve had so much fun playing it that I barely noticed 2000 hours passed. </div><div><br/>Though popular the game is, but I must tell that it is not an easy pastime. You will be beaten, humiliated, hated, abused, tortured, broken and finally dead lots of times. And yet it’s hard to stop playing, coz you get superhigh when you win a 60 minute fight. The extraordinary number of players also leads to the phenomenon: no matter how well you play, there are always thousands guys who play better than you do. Keep this in mind if you only start playing now, there’s just no point in trying to become the best, that is just not possible.</div><div><br/></div><div>

It also has probably the highest concentration of douchebags, fumbfucks, dickheads and Dunning-Kruger patients in the entire gaming community. So the social part of playing often looks like this: one sane guy constantly tells his party of a few crazy guys to fight enemies, not each others.</div><div><br/>If you are not afraid of all of the above, then give it a try, and you’ll get probably the best free MMO of all times with more than a hundred heroes and items, infinite replayability. 
<br/></div>"
Dota 2,1
Dota 2,9/10
Dota 2,A garbage can from which it is difficult to get out.
Dota 2,+
Dota 2,Help. I can't stop playing. I'm sucked in. I can't escape
Dota 2,"Don’t start playing that, seriously. This game is hell in its own right"
Dota 2,pudge
Dota 2,"if you want a moba, this is a good one"
Dota 2,4000 hours into this speak for themselfes!
Dota 2,Community
Dota 2,I dont like this game.
Dota 2,Completely interesting cybersport game
Dota 2,Highly addictive game. 
Dota 2,"The main e-sports game. Better than football, more interesting than anything else."
Dota 2,SHIT HAPPENS 
Dota 2,disbalanced game. you can win just picking better heroes and farming forest
Dota 2,can't stop playing but  I did 
Dota 2,"Cancerous community. Not very accessible to people new to MOBA's, low skill cap."
Warframe,"Nabend ladies and ring for The first Time ES IS ES WERT! I played from the Game vllt just under 15% and played 4-8 hours most of the time I spent it flying, floating, swimming, gliding, drifting under water however you call it and looking around The sound the soundset HAMMER. The control I have to say a cream cake it feels so clean and gentle that you no longer want to give the controller out of hand. I would like more this type of KUNST you can switch off and let it really be tiled In hat.
Short Facts, It makes you feel IT relaxed it makes SPASS and it fits everything I love it does everything right and I certainly have 80% still in front of me what is coming and what I am where on a earth? Or water planets other planets? I have No idea but I like it is mysterious and so mysterious today it was a good day in the sun night."
Warframe,"One of the best, gossip, the best Free2Play Game ever. 
Support is great before you get tired of the Game, zack has suddenly been added free ne whole new Open World (Now the second!).
The Finalization model is great and is looking for its same, you have the Possibility to get faster with Items or Cosmetics (#fashionframe) by Purchasing so-called platinum (premium currency), but the Leveling of the Weapons always takes the same time, as well as the Championship Rank (Accountrang). In addition, this does not give you any Advantages, since everyone is limited to their Rank and most weapon/warframes, grade in the Initial Range, are all great and you play together anyway. Trading allows you to Get Platinum Quickly if something is needed. Everything is earnable without Premium Currency (with the Exception of Cosmetics = &gt; Trading).
Now to the Community, I've never seen such a friendly Community, grade at the Beginning I was able to ask such stupid Questions and always got nice Answers from numerous others.
Therefore 10/10. Tip: Just give it a try, after all, it costs nothing if you get stuck: Even Guilt;)"
Warframe,"Have made me fall in Love with Warframe!
Why? Because, in my Opinion, it's one of the best F2P Games on Steam. 
Graphic: Just incredibly beautiful Space atmosphere that makes you marvel again and again.
Even on Medium Settings, the Game still looks good. 
Control: Some claim the Control would be ""Complex"" which is totally not true. 
You always have a Tutorial To Choose from, which shows you how to do something, and after the Tutorial and a few Battles you should get along with the Controls well clear.
Story: It's about ""space ninjas"" that maintain the Balance of the different Faction. There are 3 different Factions, Corpus, Infected and Greneer. I don'T want to spoil you too much. 
Items &amp; Shop: There are credits in the Game where you buy Blueprints but there are also ""platinum"" which you can buy with Real Money OR you can get to sell THINGS you have dropped FOR Platinum. This is of course very cool, because if you have good Items you can sell them and directly pick up a new armor/weapon without waiting about 24 Hours until your Weapon was made in the Forge. 
Verdict: As I said, for me it's one of the best F2P Games ever. Since I've played Warfame, I've had little Interest in Counter-Strike. But that's also because the Waframe has an incredible cool Community that's always helpful. I can recommend this Game to any Of the fast Gameplay &amp; Space. 
10/10."
Warframe,"I don't know why I like this game. It's a mind-numbing grind through and through, and the free to play model definitely puts a damper on things. But even with all that, I still enjoy my time with Warframe. Is it the builds, breadth of content, or the satisfaction of chipping away at the game? I don't know. But I find myself enjoying Warframe whenever I jump back in. And if you're new, brace yourself for the brick wall that you're gonna face and be sure to have a second monitor with the wiki open. The new player experience has improved, but I wouldn't say that it's good."
Warframe,"Thousands of hours of content and not a single moment they ask for your money, countless hours of fun  braking the game and feeling that euphoric hit after hour long survival runs really never runs dry, burnout can be a huge issue tho but analysing the game on its own it's without a doubt a masterpiece."
Warframe,"warframe isnt a bad game by nature, it s just his design who make it bad. Having a looter shooter free2plai is feasable destiny does it but in the case of digital extreme the challenge is so much higher cause of the nice fonction of the game: the mod. In this looter shooter u can attach one mod to every weapon u want, mod had modifier on certain stats who will make u abble to progress the enormous content awaiting for u. This hunt for mod is fun the first 50 hour but while continuing playing u see something u cant believe. And it s true this game have no end game u are way too powerfull for nearly all the content, it s just supid grind and dev know it cause after 7 year of existence they add booster like double xp .... on the store. Lot of people love the game and u can understand cause the game have good time but u will quickly see that except good time it s just stupid lazzy farming. Just to point i have 700 hour on the game"
Warframe,"Warframe's gameplay is smooth as hell, but that's not enough to make up for its shortcomings in pretty much every other area. Forced wait times to ""build"" items, unlocks and quests requiring you to grind out repretitive missions, its murky UI, and its progression system all could have been hand-waved away if it weren't for the final wall to your progression: a pitifully low inventory limit that requires you to use the game's premium currency (purchasable only with real money) to increase it."
Warframe,"Get your friends and go fighting! This game is meant to be played in co-op, and it’s really awesome. It plays smoothly and gets better every month with huge updates. Another advantage - it’s free to play, so you can always give it up if don’t like something. But you’ll be satisfied, I promise. "
Warframe,"The developers try to convince everyone they play this game but I’m sure that’s a lie. If they played it, they knew the game’s main mechanics was grind and that was strange. The worst thing is that the grind is without any goal - you can’t finish it. You need to grind every mission, grind to get mods, grind and grind again.
I could forgive this if the rest of the game is exciting but AI here is dull, the enemies are retarded and the weapons are far from being called awesome. Very far.  
"
Warframe,"its free to play, so like give it a shot, a lot of people like it, but it didn't grip me at all."
Warframe,The best i`ve ever play!
Warframe,"8/10 - Great MMO game, with superb graphics."
Metro 2033,"The World after a Nuclear War – since ""Wasteland"" and ""Fallout"" At the latest a popular Scenario for Computer Games, which we have been served again and again in recent Years in different Packaging and Presentation. Sometimes more, sometimes less successful. ""Metro 2033"" falls into the former Realm, according to the unanimous Opinion of Trade magazines and Critics. And I'm inclined to agree, although I'm somewhat reluctant to blow just as enthusiastically into the praise anthem horn.
In ""Metro 2033,"" we embody the young Russian Artjom, the City of Moscow, devastated by Nuclear War, that his Existence in the dark tunnels and Corridors of the old subway. A daily Struggle for Survival – against Hunger, against radioactive Radiation and against aggressive Mutants that threaten to overrun the Metro stations, the last Retreats of the People. To prevent this, we should now get Help from the large Enclave of polis. A dangerous Path that we take in the classic First-person shooter perspective and which, at the End of the Day, Plays out a little differently from Call of Duty, Crysis and Co., because ammunition is not only extremely rare, it serves even – if it comes from Pre-war Stocks – Also as a Means of Payment. So You literally hide Money, which means that we rarely do the Deduction for an extended Period of time. Each Ball should sit better, also because the Enemies usually compete in large Numbers. A nice Idea to increase the Degree of Difficulty and at the same time to underline the predicament of humanity – however, really only purposefully at higher levels of Difficulty, since you get right in normal Mode without having to buy anything somewhere. Good Accuracy.
""Metro 2033"" suggests a big Game by means of its Map, but it doesn't represent a truly open World, but opens up in usual Level Hoses. In this Case, inevitably, we are finally moving in a subway network. And that really feels like one at every Second, too. In Particular, the atmospheric Lighting underlines the Goosebump Factor of the many Corners, Caves and Canals, which we enter rather hesitantly with flickering Lighting and sweaty left Mouse button. A blind Pre-storm is usually gouged with a quick Death. And also prevents us from recording the many Details that have been lovingly staged, especially in the Stations. A certain Tristesse-which is naturally wanted and conditional – still comes up. Quite soon one Develops a Sense of the imminent Danger – which does not mean that we do not let the Estuary Fire illuminate here and there in a panic anyway. The Goal: Just in the Dark at the Crossroads of human Civilization – It is met by ""Metro 2033"" really satisfactorily.
Anyone who has been waiting for a But all Along now, here it comes: Despite the Horror, despite the empathised Loneliness – somehow ""Metro 2033"" has left me Astonishingly cold. I hardly noticed The Difference between ""Communists"" and ""Fascists,"" desperately sought a Sympathy Carrier (This is especially true of the ""Homo novus,"" whose Fate is at The heart of the Plot). Nothing against Dirty bags, but since everyone doesn't really care about everything here, that starts to color off at some point. Somewhere in Whole, the Motivation has been lost to me. Why do I have to Go to Polis now? What am I launching a Rocket for now? The Answer to these Questions kind of goes down with me. Which is remarkable in that there are enough Passages in which you would have Time to Ponder. 
Technically, ""Metro 2033"" is not to be blamed. The Graphic at that time was already ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ ♥ The Sound Effects (especially the Mutants) provide a continuous Goosebump Guarantee. The Level Design is very detailed. And the Handling of Weapons is also good, although Rapid-fire Rifles become superfluous From the Middle of the Game onwards. Without a Shotgun or Magnum, you quickly bless the Temporal here.
Would I have To put ""Metro 2033"" in one Word, it would probably be ""depressing."" If the Developers would have achieved one of their Goals, after all, there has been a Nuclear War. However, I do not need a second Round in the Moscow subway floor. And this despite the Fact that there would have been a lot to discover in terms of Achievements.
-Graphic: 94 °-Sound: 90 °-Atmosphere: 90 °-Circumference: 80 °-Level design: 87 °-plot: 83 °-CI: 90 °-PERSONALITY. Fun: 72 ° = 86 °"
Metro 2033,"7,4/10"
Metro 2033,8.0/10
Metal Gear Solid V: The Phantom Pain,"After over 350 Hours I can say it makes fun. It makes fun to build the FOBs, to collect for the Development of the technologies and Weapons. Also, the Technique in the Game is solid. Better Textures, Shadows, Shaders and higher Visibility Than on the PS4 and Xbox One consoles. On my System with 1080p and high To very high details with almost constant 60 FPS (occasionally light drops). After all, my System from 2013 and just above the PS4 is in Performance. Good Performance and graphics (though not a Graphic Reference). What bothers me is that you don't get simpler mods for it. 
(Spoiler Attention)::::::::::::::::::::::::::::::::: I am also bothered that I cannot use the self-developed mini Metal Gear in the Game itself. Even a few other Things on the Maps bother me. Would have been Class if there are Side Missions where you have to rescue civilians from the Military or even a Mission where you only have to gather information (as a Side mission). So far, most Side Missions are too similar. 
Graph 8/10 (stable Performance, barely until no Bugs and 1080p/very high Details at 60 FPS does not require High-end Hardware from 2013. From Nvidia GTX 660 and HD 7870 it runs round) Story 9/10 (solid but not short Of Cutscenes and too little from the typical Metal Gear Solid flair. That's because of Openworld Setting) Gameplay 9/10 (plays well, but I miss few Things that existed in Predecessors like Eating the Emergency of Animals, caring for wounds, Bird ♥ ♥ ♥ e where you can slip at the Race. Just such Details from the Predecessors and also the Level keys to break into Bases I lack. There should have been more Doors on the Enemy's Bases and these would be Unlocked by Level Keycards. I particularly liked that about my Predecessors).
Sound 8/10 (Well nix really special have heard better of other Games, but also worse.)
Music 9/10 (It's boring from time to time, but in the Cutscenes it's logically better and also the Main Missions make it better.)
Scope: 10/10 (So many Weapon types, such large Maps, enough Missions and Things to find, collect, Build up. Whoever builds up their Bases in under 100 Hours and develops everything and does every Mission is good.) Every Side Mission, every Animal captured, every Main Mission was accomplished and every Waffe/technology developed ... Never underestimate what there is in scope.
Total 9/10 Points Verdict: Good or even very good Game, which is obviously not finished because of the Dispute with Konami. There are things missing That existed in Ground Zeroes (like turning off the Alarm in Bases) and other Things also point to the Hideo Kojima Having to stop too soon. Even so, the Game has gone well and even though real MGS Fans will be a bit disappointed it's good. You must not hang on it that it is not a pure and typical Metal Gear Solid. If the Game is Objective and without Fan Boyglasses, then you can recognize its strengths."
Metal Gear Solid V: The Phantom Pain,This plays like an absolute dream. I would love this if it didn't take a shit on a beautiful series
Metal Gear Solid V: The Phantom Pain,Instead of playing stealth i just ripped ass on everyone and they all shit themselves 10/10 very sexy game
Metal Gear Solid V: The Phantom Pain,"The gameplay is fantastic. The replayability of missions is something that I found enjoyable throughout while barely scratching the surface of the mechanics offered. The story I can't even elaborate on and so I took the Dark Souls route and decided to play as if it was completely optional. When I paid attention, it was sometimes rewarded albeit with other times feeling quite lacklustre or at worst, embarrassing and thus the SKIP button was employed. But when you're replaying a mission for the 5th time trying to get an S rank and all extra tasks, with music or a good podcast playing, that's when I find MGS V at its best. <br/><br/>ALSO, this game looks and runs amazing. TRuly spectacular"
Metal Gear Solid V: The Phantom Pain,"<div>*Spoiler free*<br/></div><div>Boy oh boy, where to start.</div><div>First off, the game is literally a scam. It deliberately decieves the player. Now, some of it is obviously completely intentional (take a certain menu at the very beginning with the doctor, you know what I mean), some of it the game tries to hide desperately, like numerous times where this ""open-world, NON-LINEAR"" game actively forces you to do certain things exactly the way the devs want.</div><div>Make no mistake, this is NOT an open world game - it only creates the illusion of the open world. The exploration value aside from gathering a few scattered resources here and there is literally non-existent. You just go from camp to camp and that's literally all the free-roaming freedom the game grants you.</div><div>The menus are cramped with infoboxes, buttons and numerical values to the point where it's literally ""oh **** it's Eve Online all over again"". The management part of the game thus is just pure hellish torture unless you're a big fan of your screen being full of numbers and letterboxes.</div><div>The controls are somewhat counterintuitive - I've struggled for a few hours getting used to the traversal system, and I'm no noob. Get ready for quite a few awkward moments where you dive head-first onto the ground in a prone position when trying to jump. Did I mention there is no jumping in this game? Oh yes, you will NOT be able to climb anywhere where the devs don't want you to be, even if it makes perfect tactical sense.</div><div>Now, the fans of MGS franchise will probably expect it, but to all the newcomers out there - beware, this game is effing WEIRD, and not always in a good way. You'll find that the game utterly disrespects you as a player on numerous occasions. It can't even decide what it is - is it a stealth game with serious themes and issues and maybe a few fun easter eggs here and there, or is it a straight comedy ****-show riddled with things calling for some cheap laughs, especially when it's extremely counterintuitive and to the narrative and just feels off. Remember Mass Effect where there were some good laughs when the situation was appropriate? Forget about it - this ""masterpiece"" just loves to sell itself as a cheap 90's sitcom.</div><div>Know why they called it ""The Phantom Pain""? Because you'll be constantly getting phantom pains from the things that you expected to find in this game but they're not there.<br/></div><div>All in all, I'd recommend to avoid this game if you're not a die-hard fan of the series.<br/></div>"
Metal Gear Solid V: The Phantom Pain,"Wow. Just wow<br/><br/>MGSV is probably the best metal gear game ever. Let’s be honest here for a second. I have never seen a game that gives you as much freedom as metal gear solid game ever. Now I know your thinking of that dumb ranking system where the game wants you to finish it as a non lethal stealth walkthrough, but to hell with it. When I’m allowed to destroy the air radar with c4 bombs then bring in my own chopper to make a full on assault while I’m making my escape is an option, imma do it! Now I know metal gear kind of drifted off from their initial storyline, but the story honestly isn’t as bad as people say it is. And also with the buddy system that they implemented, now that’s something else. The buddy system is essentially a system where you could bring your comrade to the fight and help you plan your playstyle. You can either have quiet which is a female sniper with super natural abilities, or D Dog your friendly dog and start to command him to kill people.<br/><br/>Honestly, I think this game is a must play for everyone not just metal gear fans. There are just a ton of ways that you can infiltrate enemy bases, which means missions don’t lack any repetitiveness. And honestly, the story is worth paying attention to ngl."
Metal Gear Solid V: The Phantom Pain,I think this was an exceptional game. Everything is so well thought out. <br/><br/>The only complaint I have is that the ending was weak 
Metal Gear Solid V: The Phantom Pain,"This game alone I can play all year long and won't get bored. Played each mission multiple times, tried plenty of variations, tortured the game in every way possible, but it refused to show any weakness.<br/>Outstanding gameplay, marvelous story, killer graphics, realistic effects and characters, balanced resources, exceptional attention to details, stunning music collection and heart touching ending. I can go on and on and still won't do any justice to how great this game is. Hats off, Hideo Kojima."
Metal Gear Solid V: The Phantom Pain,"I’ve never played a Metal Gear game before this. So I didn’t know what was going on with the story to begin. I didn’t really know what was going on with the story after beating it either. And you know what? I didn’t fucking care because the gameplay was so so good. There were so many creative ways to accomplish your mission. There were so many guns and gadgets that you could unlock that allowed you to play so many different ways (some of which were ridiculous). The enemies would adapt in creative ways so you also had to adapt. The game looked and felt great. There was always a sense of, “what if I tried this”?<br/><br/>Final Score: A+"
Metal Gear Solid V: The Phantom Pain,"A masterpiece. After 60+ hours I finally understood why this game is called ""The Phantom Pain"" Kojima in the end made us feel the same phantom pain which felt characters of this game. You feel the missing content. Its like it is still there, and by leaving konami and his franchise he made sure the pain will be forever with us."
Metal Gear Solid V: The Phantom Pain,"It just had the beautiful start, the hospital scene, that OST made it just so good. I can’t believe the amount of content squeezed into this beautiful created masterpiece."
Metal Gear Solid V: The Phantom Pain,Hacelos concha Snake!
Metal Gear Solid V: The Phantom Pain,the titties of the female character... same so realistic
Metal Gear Solid V: The Phantom Pain,As stellar as the gameplay is I can't recommend 2/3rds of a game to someone
Metal Gear Solid V: The Phantom Pain,7/10
Metal Gear Solid V: The Phantom Pain,"Mi reseña (spanish): <a href=""http://www.ruraltex.org/2015/09/resena-metal-gear-solid-v-phantom-pain.html"" rel=""nofollow"">http://www.ruraltex.org/2015/09/resena-metal-gear-solid-v-phantom-pain.html</a>"
Rise of the Tomb Raider,"-Rise of the Tomb Raider: 20th Years Anniversary Edition-Even though Lara Croft'S Breasts haven't grown since, so did her Ego.
We are in The footsteps of her father (Classic Crystal Dynamics Tomb Raider Cliché) at Lara's first, own and volunteer Expediton. In Search of the Source of Immortality, she chases the Secrets of a Prophet behind and runs a Race against time, since, to cover all Tomb Raider clichés, a mysterious Organization called Trinity itself Hunts this art fact into the Hands of this Art fact. Want to get.
Yes, why do I mention Tomb Raider Clichés so often? Well, RotTR can be played as an experimental but extremely successful Crossover of the Tomb Raider 2013 reboot and many previous ones, especially the Legends series, Tomb Raider Games!
I had ENDLICH Back There feeling Tomb Raiding To operate without constant defensive shooter deposits:D
Maybe I'm slightly negative towards this Game, but NO, this Game is ' the absolute Hammer! I had more Fun with this Game than intermittently another Tomb Raider Part.
Already mentioned Above, RotTR uses a classic Lara Croft Story this Time and sends us into the Depths of the Siberian Wilderness. While the Main Mission gameplay technically is more based on the 2013 level, there are optional Tombs to explore, which can be explored in the classic grave robber style and whose Puzzles can be solved. It's Worth it, as you can get loads of new Gear to make it easier to Play. Although the Puzzles and Gameplay are relatively simple. Say, Main Game: Run, climb, shoot and solve a few Puzzles if necessary. 
The Level of difficulty is adjustable, the Game was right in the middle (!) on ""Experienced Robber"" but still quite light.
BUT there is once again a Lot to Collect in RotTR's Open-World, Such as super detailed Relics to View, documents with interesting Content that complements the Main Story, Murals for Translation, Challenges and even Missions of various Kinds.
In need of Getting used to it, the Keyboard control could be at the beginning, which was slightly modified to The 2013 part (similar to the modification of the Control of Tomb Raider Legend (2006) to Underworld (2008)), which nevertheless proves acceptable.
To the Graphic there is ÜBERHAUPT nix to complain about because the is ' delicious! At the cutting Edge of the world ... And Lara's Hair &lt; 3 However, one Criticism is my Side: The unconstant Frame rate. According to the Developer, at least with the Geforce 970 should be able To play at a high Level of Detail, which was not really the Case with mine. In order to obtain a reasonably constant FPS number, I had to partially scale down the Graph by a considerable amount than the Settings suggested to me. Still, Performance still weakens in larger Areas and especially in the Cutscenes. By the way, which were extremely elaborate and mega beautifully implemented. The Cutscenes against!
So much for the Main Game, now to the DLC's:-Blood Gang-HOLY SHIAT!! I was animally pleased when I learned that you were implementing a Croft Manor again! Blood Ties are mainly about saving the Crofts estate, which is redesigned but oriented on the 2nd Manor (Tomb Raider Legend, Anniversary and Underworld), Before Lara's Uncle's Plans. So we now have to collect Relics and Documents spread across the Manor and use them from their information for puzzle Solution. Personally, I think this Game principle Is extremely good, and I would like to see such combination tasks in the main Game in the Future. Meanwhile, we take the Property apart, we also learn a lot about Lara's Past and the Life of the Crofts. And every now and then there is a Lot of Nostalgia in this DLC ... &gt; &gt; more may still come with the Baba Yaga DLC, etc:D"
Rise of the Tomb Raider,"A great game that's bogged down by the trappings of modern open world games, cheesy storylines and microtransactions. A product of it's time?"
Rise of the Tomb Raider,"Maybe I just didn't get it, but Rise of the Tomb Raider felt very unpolished and like it wasn't prepared for people to play it. During the main story, you actually only go in two or three tombs. There are extra tombs to explore, but I didn't feel like I had to in order to get better or get cool items. The main story tombs maybe make up two hours of playtime with most of the time in this half-baked open world with enemies that are more closely related to potatoes than human players. Despite its efforts to create a half-stealth experience, nothing felt more effective than just running in with an AK-47 to mow down some horribly trained soldiers. Maybe I should've cranked the difficulty, but my run of Rise of the Tomb Raider wasn't great at all and left me with an awful taste in my mouth. Graphics good though."
Rise of the Tomb Raider,"My first Tomb Raider game after so long. Impressive gameplay, graphics and effects. The game balance skills and perks really well. Though the story is quite limited in this time and age. Anyways, I'll recommend to adventure lovers."
Rise of the Tomb Raider,"This was the first Tomb Raider game I've played, and I enjoyed it! Really great gameplay moments, using different kinds of arrows, and the stealth made the experience really good. I didn't much care about replaying certain areas, collecting lore or doing the Expeditions, but I still enjoyed it! I very much plan to continue playing Tomb Raider, since it has now become one of my favorite game franchises!"
Rise of the Tomb Raider,"See my review for shadow. This game is pretty much the same but I liked some of the unique sections more in shadow. I think this series looks very good but is just average. Also, I did like no tombs when I was playing, maybe I just missed them but I didn’t think the game did a good job of directing you how to explore.<br/><br/>Final Score: B+"
Rise of the Tomb Raider,"7/10
 <br/><br/>+ Lara's character is a star
<br/>+ Edge of my seat cinematic action set pieces
<br/>+ Puzzle tombs were a good challenge and a blast
<br/>+ Varied landscapes compared to previous titles
<br/>+ Gorgeous visuals throughout

<br/><br/>- Combat feels tacked on
<br/>- Side quests never felt compelling
<br/>- Story treads on cliche Indiana Jones territory"
Rise of the Tomb Raider,"Though the plot is somewhat clumsy, the gameplay is awesome and the graphics are wonderful especially on PS4 Pro in native 4k mode."
Rise of the Tomb Raider,8
Rise of the Tomb Raider,PC	2014-2017
Rise of the Tomb Raider,"My least favorite of the trilogy, but still a great game."
Rise of the Tomb Raider,9/10
Rise of the Tomb Raider,Adventure with Lara Croft
Rise of the Tomb Raider,"Mi reseña (spanish): <a href=""http://www.ruraltex.org/2017/01/la-otra-dimension-resena-rise-of-tomb.html"" rel=""nofollow"">http://www.ruraltex.org/2017/01/la-otra-dimension-resena-rise-of-tomb.html</a>"
Batman: Arkham Knight,"Batman™: Arkham Knight (Bought for about €30am in The Keyhshop) What is purely clear from the front is that you need a very good PC to be able to play this Game sensibly!
Yes, the Implementation on the PC is unfortunately the biggest shit and it does not look like the nice Colleagues can save this Game, too bad actually ...
Personally, I can't complain, because with MSI's 980Ti and INTEL's 6700k, the Game runs with me as oiled on a constant 60FPS and also looks stunning! On Story and so on I don't want to go down great that everyone has to play for themselves but you can definitely say you will have enough to do! Arkham Night still somehow managed to become my Favorite Batman Game, because the Combat System, the Graphics, the Story and everything around it is very much successful! :)
GUTER PC = BUY! :)
NOT SO GOOD PC = LOIIIIVER NOT! :/"
Batman: Arkham Knight,"One Of my Favorite Games! 
I'm a big Batman Fan and in this Series he's been very well implemented. Also his Relationship with other DC Characters like Tim Drake as Robin, Jim Gordon and others.
To the Game itself, all I can say is that it can be played great. The Combat System has a lot of depth with Batman's technique like the Batclaw, Sturgeons, smoke Bombs etc and, in my Opinion, is significantly more Fun than Fights in Games like Assassins Creed or The Witcher. 
The Openworld Aspect has also succeeded well. There's plenty to uncover and it's Fun to fly over Gotham's Rooftops as Batman. The optional Sidequests reward you with additional Boss battles, which I think is extremely cool! 
But not only the Characters and the Gameplay have succeeded well, the Action, Cutscenes and Story Elements are also the spirit Of the Election! Without spoiling: A Moment in the Story is so emotional and strong that it is one of my absolute Favorite moments in the Game which has a super idea with an incredibly good Implementation. 
And as a Batman Fan I have to say, the last 30 Minutes of the Game until the first End are just epic.
I write first End because the Game still has a second End. And that's pretty much the only thing I really have to criticize about the Game: A Sidequest involves collecting over 200 Trophies hidden somewhere in Gotham. Only when you collect them do you get to see the Boss battle of this Sidequest. You have to complete all Sidecests to get a Cut-scene after the End with the absolute End. But Since I don't have a buck to do anything boring like collecting over 200 Trophies (which, however, are always behind a Puzzle) I had to watch the Cutscene on Youtube. That hasn't taken the Fun off me now, because it doesn't make a difference for me whether I see or ingame a 3 minute cutscene on Youtube. It is nevertheless frustrated that you do not allow you to complete a Game because you still have to collect 154 Trophies.
Still, The Game has my absolute Recommendation. One Of the best Openworld Concepts. One Of the best Combat Systems in Openworld games. Absolutely exciting Story. And Batman is as much Batman as it gets!"
Batman: Arkham Knight,"Best combat, best hub and best traversal. Shame about so many sections just being tank battles though"
